backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
72,,$,A set of hard enamel pins,950,art,Birds with Knives Enamel Pins,1788,"
					Backers: 72,
					Funding: $1,788 of $950 (,188% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
302,games|tabletop games,$,"The newest version of the Thunderscape role-playing game, set in a fantasy world of horror and industry!",4000,games,Tiny Thunderscape: A Tiny D6 Role-Playing Game,7746,"
					Backers: 302,
					Funding: $7,746 of $4,000 (,193% funded,),
					Campaign Dates: May 15th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
101,games|tabletop games,$,An all in one solution to everything you carry to your tabletop roleplaying game!,2000,games,The RPG Haversack,9075,"
					Backers: 101,
					Funding: $9,075 of $2,000 (,453% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
690,games|tabletop games,$,A family and kid-focused roleplaying game about being modern heroes lost in a new world of fantasy and adventure!,1000,games,Lost in the Fantasy World,9509,"
					Backers: 690,
					Funding: $9,509 of $1,000 (,950% funded,),
					Campaign Dates: May 5th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
4,photography|nature,€,"I plan to creat high-quality postcard with natural motifs in the following categories: landscape, plants and wildlife.",100,photography,High-quality Postcards - Close to nature,40,"
					Backers: 4,
					Funding: €40 of €100 (,40% funded,),
					Campaign Dates: May 29th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
255,comics|comic books,$,Action packed 9th issue features new characters & plenty of surprises as Starla & CO. accelerate towards the climactic finale!,2800,comics,T.I.T.S. #9: Hit the City,10459,"
					Backers: 255,
					Funding: $10,459 of $2,800 (,373% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
47,art|textiles,$,"Unique colors, fibers, and blends of yarn and fiber for hand knitters",1200,art,Hand dyed yarn and fiber,3006,"
					Backers: 47,
					Funding: $3,006 of $1,200 (,250% funded,),
					Campaign Dates: April 28th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
2,music|indie rock,€,"Un disco capaz de transportaros a lugares aun por descubrir, a sumergirse en recovecos de una conciencia onírica,quimérica y moribunda.",18000,music,Ashes from a Dying Consciousness,2,"
					Backers: 2,
					Funding: €2 of €18,000 (,0% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Cancelled
580,design|product design,$,"A compact and versatile tool, adding on to conveniences in life. Using it as a hands-free tool, phone stand, money clip and many more!",1000,design,CLIPIT - New Concept of the Multi-functional Clip,28058,"
					Backers: 580,
					Funding: $28,058 of $1,000 (,2805% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
503,design|product design,$,A versatile hip and sling pack made to meet you and your dog's everyday needs. Adventures are better together.,15000,design,Sidekick Hip Pack,41677,"
					Backers: 503,
					Funding: $41,677 of $15,000 (,277% funded,),
					Campaign Dates: April 28th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
5,art|illustration,,1.6-inch enamel pin,,art,Mountain Gods in Fire,,"
					Backers: 5,
					Funding: HK$764 of HK$5,000 (,15% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Cancelled
375,design|product design,$,"Pro & casual modes | 6-speed settings | Up to 2,600 powerful strokes/min | 4 head attachments | 4-hr long battery runtime | Only 1.6lb",3000,design,Freecare: A Versatile Full-Body Handheld Percussion Massager,52002,"
					Backers: 375,
					Funding: $52,002 of $3,000 (,1733% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
1,art|painting,$,Covid-19 is a new experience for us all and I would like to try and capture some of this chaos in prints and paintings.,2000,art,Quaran-Tee,1,"
					Backers: 1,
					Funding: $1 of $2,000 (,0% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
8,games|video games,€,A classic local coop bubble shooter with great 2D graphics and fun gameplay,15000,games,"Pop, Bang, Slam!",55,"
					Backers: 8,
					Funding: €55 of €15,000 (,0% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
23,comics|comic books,$,A 48 page One-Shot comic that tells the story of two spies struggling as they work the same case for competing agencies.,3500,comics,Spy on Spy,375,"
					Backers: 23,
					Funding: $375 of $3,500 (,10% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
7,technology|apps,$,"A League Of Legends app where you can find the ideal teammate/s, join or create a clash team and share your plays.",6500,technology,YOuMe,92,"
					Backers: 7,
					Funding: $92 of $6,500 (,1% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Cancelled
74,,$,A Coloring Book of Freaks and Hybrid Beings with Important Messages to Get You Through the Pandemic by Ariel Gore,850,comics,Home is Where the Freaks Are,2299,"
					Backers: 74,
					Funding: $2,299 of $850 (,270% funded,),
					Campaign Dates: May 22nd -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
1,,$,3 inch high quality acrylic charms inspired by anime characters.,310,art,"3"" Glitter Acrylic Anime Charms!",1,"
					Backers: 1,
					Funding: $1 of $310 (,0% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
1,crafts|diy,$,"Funding needed to purchase tools to create mini (under 12"" in height) LED epoxi-resin lamps. These will be available for purchase.",2000,crafts,Immortal Creations,1,"
					Backers: 1,
					Funding: $1 of $2,000 (,0% funded,),
					Campaign Dates: May 5th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
200,music|electronic music,£,"💥 Two Shots of Jungle Heat 💥 Utomica 'Rok A Bye/Rok A Bye (Hopa Remix) 12"" / Aurora 'The Moons and the Melody' EP",2000,music,Vinyl Fanatiks Presents: The Shotgun Series #02,5846,"
					Backers: 200,
					Funding: £5,846 of £2,000 (,292% funded,),
					Campaign Dates: May 29th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
46,comics|comic books,$,"Continuation of a self-published comic book ongoing series.  We are looking to create Issues 2-4, at least with our backers help.",3000,comics,Fawkes Force Ongoing Series,3313,"
					Backers: 46,
					Funding: $3,313 of $3,000 (,110% funded,),
					Campaign Dates: May 15th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
171,comics|graphic novels,$,Second volume of late night saucy tales for adults!,1000,comics,Late Night Shorts Volume 2,6803,"
					Backers: 171,
					Funding: $6,803 of $1,000 (,680% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
92,games|tabletop games,$,The Empire building game based on the highly acclaimed board game. Designed by Alan D. Ernstein.,1000,games,Inca Empire: The Card Game,2996,"
					Backers: 92,
					Funding: $2,996 of $1,000 (,299% funded,),
					Campaign Dates: May 27th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
4,film & video|shorts,€,A short film that highlights the struggles of the LGBT community in a region where it's stigmatized and has no screen presence.,7500,film & video,Photo Frame - A Gay Short Film,218,"
					Backers: 4,
					Funding: €218 of €7,500 (,2% funded,),
					Campaign Dates: April 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
9,games|playing cards,€,Un gioco di carte fantasy per 2-12 giocatori. Scontri rapidi e frenetici per dimostrare chi è la Dea più potente dello Zodiaco!,3000,games,"Zodiac, La Guerra delle Stelle",485,"
					Backers: 9,
					Funding: €485 of €3,000 (,16% funded,),
					Campaign Dates: April 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
4,publishing|children's books,$,"A funny,  fictional Middle Grade book",1500,publishing,Oh My Ghoul,189,"
					Backers: 4,
					Funding: $189 of $1,500 (,12% funded,),
					Campaign Dates: April 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
7,design|interactive design,$,A fidget device that can be used to emit a very annoying but satisfying sound. If you have many you can even build stuff.,15000,design,Klicker the annoying clicking toy,62,"
					Backers: 7,
					Funding: $62 of $15,000 (,0% funded,),
					Campaign Dates: April 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Cancelled
1,music|hip-hop,$,Opportunity & Access.,60000,music,HITMO Goes Hollywood,1,"
					Backers: 1,
					Funding: $1 of $60,000 (,0% funded,),
					Campaign Dates: April 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Cancelled
26,design|product design,$,Mechanical watch,10000,design,Eza Sealander Bronze,11570,"
					Backers: 26,
					Funding: $11,570 of $10,000 (,115% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
29,games|playing cards,$,Offering eerily accurate answers to life’s questions.,2800,games,Great Cozmoz Predictive Cards,1103,"
					Backers: 29,
					Funding: $1,103 of $2,800 (,39% funded,),
					Campaign Dates: April 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
2,,£,Hand knitted clothes and home accessories ranging from toddlers to adults.,2500,fashion,Emilia Knitware,206,"
					Backers: 2,
					Funding: £206 of £2,500 (,8% funded,),
					Campaign Dates: April 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
290,art|illustration,$,"A collection of hard enamel pins featuring punderful ""Motivational Mermaids""!",400,art,Motivational Mermaids - Hard Enamel Pins,10696,"
					Backers: 290,
					Funding: $10,696 of $400 (,2674% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
1,,$,SmartBoard - Longboard with LED Lights controlled with a gyroscope for automatic tilt detection,500,technology,SmartBoard,1,"
					Backers: 1,
					Funding: $1 of $500 (,0% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
142,design|product design,$,Our quality two-sided leather & fabric bow ties will accent your personal style for business or casual occasions.,1000,design,Two-sided Leather & Fabric Bow Ties \EGGO,14121,"
					Backers: 142,
					Funding: $14,121 of $1,000 (,1412% funded,),
					Campaign Dates: May 5th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
2,games|video games,£,A Pandemic Themed Digital Board Game for the Family.,2000,games,Viridae,101,"
					Backers: 2,
					Funding: £101 of £2,000 (,5% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
152,games|live games,$,"This will be an awesome celebration of life, games, and adventure!",1000,games,Phoenix Con a Post Virus Games Celebration,10301,"
					Backers: 152,
					Funding: $10,301 of $1,000 (,1030% funded,),
					Campaign Dates: May 22nd -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
10,games|video games,$,"I am making a video game called ""The Adventures of Sormyr"". It will be a visual novel style game that has RPG Elements in it.",500,games,The Adventures of Sormyr,42,"
					Backers: 10,
					Funding: $42 of $500 (,8% funded,),
					Campaign Dates: May 3rd -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
7,technology|apps,$,I am developing an app dedicated to those on the front lines medical to support staff fighting to combat Covid-19. Thank you all!!,125000,technology,LinQupp,317,"
					Backers: 7,
					Funding: $317 of $125,000 (,0% funded,),
					Campaign Dates: April 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
7,food|food trucks,$,BBQ Fusion food truck!,1850,food,SHUGA-SHACK,644,"
					Backers: 7,
					Funding: $644 of $1,850 (,34% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
15,art|illustration,$,Some Zelda breath of the wild pins! Starting with a blupee and silent shroom. More will be unlocked with further goals!,900,art,Zelda pins,174,"
					Backers: 15,
					Funding: $174 of $900 (,19% funded,),
					Campaign Dates: May 8th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
3,film & video|webseries,£,"A  web series about Roz and Katie, two teenage schoolgirls who are targeted for sexual exploitation by criminal ""boyfriends"".",7000,film & video,Exploited and Betrayed,30,"
					Backers: 3,
					Funding: £30 of £7,000 (,0% funded,),
					Campaign Dates: April 15th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
65,fashion|accessories,$,A set of 4 hard enamel pins of my original designs for the quirky as fuck comedy show Schitts Creek!,500,fashion,Schitt$ Creek Enamel Set,2355,"
					Backers: 65,
					Funding: $2,355 of $500 (,471% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
2168,games|tabletop games,$,"A supplement for 5E, centered around mystic phenomena. Includes new classes, and a campaign of intrigue and investigation.",20000,games,Exalted Vales: Region and Campaign Guide for D&D 5th edition,160253,"
					Backers: 2168,
					Funding: $160,253 of $20,000 (,801% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
27,film & video|thrillers,$,"A young woman is sent to pick up a known gangster from prison, only to fall deeper into the criminal underworld that awaits her.",50000,film & video,DANGEROUS RUMORS - A FEATURE FILM PROJECT (FREE SHORT FILM!),13226,"
					Backers: 27,
					Funding: $13,226 of $50,000 (,26% funded,),
					Campaign Dates: April 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
117,games|video games,$,The PC/Mac game designed for everyone that loves co-op play!,15000,games,The Last Crystal: An Epic Co-op Adventure.,10531,"
					Backers: 117,
					Funding: $10,531 of $15,000 (,70% funded,),
					Campaign Dates: May 5th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
157,art|illustration,$,A historic twist on a beloved franchise,5250,art,Dark Decades: A Castlevania Zine,5906,"
					Backers: 157,
					Funding: $5,906 of $5,250 (,112% funded,),
					Campaign Dates: April 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
95,,$,"Hand-forged, thoughtfully designed products delivering on the needs of real chefs and supporting the industry through charitable means",20000,food,"Forge To Table, Knives Fresh from the Forge",23487,"
					Backers: 95,
					Funding: $23,487 of $20,000 (,117% funded,),
					Campaign Dates: May 12th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
1,fashion|apparel,€,"A brand that produces high-end clothes, which are inspired by ancient civilizations,  that mixes fabrics or leather, with chrome.",15000,fashion,The new age : The next level.,1,"
					Backers: 1,
					Funding: €1 of €15,000 (,0% funded,),
					Campaign Dates: April 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
39,,$,Magical Chibi Style pins inspired by Harry Potter,400,art,Harry and Friends Hard Enamel Pins,2046,"
					Backers: 39,
					Funding: $2,046 of $400 (,511% funded,),
					Campaign Dates: May 13th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
30,fashion|accessories,$,A social face mask with a magnetic adjustable mouth covering that makes drinking & eating possible without removing the mask.,50000,fashion,The sippyMASK,1677,"
					Backers: 30,
					Funding: $1,677 of $50,000 (,3% funded,),
					Campaign Dates: June 3rd -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
9,food|cookbooks,£,A Plant-Based Cookbook With A Twist,600,food,A Journey For Your Taste-buds,93,"
					Backers: 9,
					Funding: £93 of £600 (,15% funded,),
					Campaign Dates: May 21st -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
118,,$,We currently make craft hot sauces that change with the season. But we want get our research and development done.,2500,food,"""That Sauce is BS""",4181,"
					Backers: 118,
					Funding: $4,181 of $2,500 (,167% funded,),
					Campaign Dates: May 8th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
37,fashion|accessories,$,Tiny pins and earrings featuring cute frogs faces! Each one is uniquely designed by Jacq.,400,fashion,Tiny Frog Friends! Pins and Earrings!,925,"
					Backers: 37,
					Funding: $925 of $400 (,231% funded,),
					Campaign Dates: May 22nd -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
161,,€,"TAROT Rider Waite Renewed - A Tarot Deck perfected for Intuitive Readings, a beginner's dream deck & advanced reader's new favourite!",600,art,Rider Waite Renewed - A Dream Tarot Deck created by SCG,7828,"
					Backers: 161,
					Funding: €7,828 of €600 (,1304% funded,),
					Campaign Dates: May 2nd -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Cancelled
338,design|product design,$,A series of sophisticated Dungeons and Dragons class card enamel pin designs.,325,design,D&D: Class Card Enamel Pins,15646,"
					Backers: 338,
					Funding: $15,646 of $325 (,4814% funded,),
					Campaign Dates: May 22nd -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
5,games|mobile games,€,SURVIVE THE NIGHT is a Top-Down casual Shooter Zombie for Android,4000,games,SURVIVE THE NIGHT - Shooter Zombie,135,"
					Backers: 5,
					Funding: €135 of €4,000 (,3% funded,),
					Campaign Dates: May 10th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
34,technology|sound,€,"MAKE YOUR MUSIC EXPLODE with our new Analog Edition of Pro-Audio equipment for recording, mixing and mastering.",9598,technology,"Audio Gear Porn for Musicians, Sound Engineers and Producers",10672,"
					Backers: 34,
					Funding: €10,672 of €9,598 (,111% funded,),
					Campaign Dates: May 12th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
105,film & video|horror,$,"3rd Floor is a deconstructed analogy of Dante's Inferno, influenced by The Shining and The Sentinel. It's dark.",10000,film & video,3RD FLOOR: a short indie horror film,11685,"
					Backers: 105,
					Funding: $11,685 of $10,000 (,116% funded,),
					Campaign Dates: April 28th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
7,,$,A short fan comic of Linhardt and Caspar and a special collector's enamel collar pin set.,900,art,Duet: An FE3H fan comic and enamel pin set,188,"
					Backers: 7,
					Funding: $188 of $900 (,20% funded,),
					Campaign Dates: May 22nd -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
1031,games|tabletop games,$,"Sleek and efficient painting organizers that hold the major mini paint brands, brushes, tools, your phone and even the Hobby Holder!",2000,games,Desk Wizards - Miniature Painting Organizers with Style,41312,"
					Backers: 1031,
					Funding: $41,312 of $2,000 (,2065% funded,),
					Campaign Dates: May 22nd -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
43,music|pop,$,"The initial deposit needed to start recording my first EP. This will be a five-song ""mini-album"" featuring songs written in Nashville.",1800,music,Brina Kay's Debut EP,2115,"
					Backers: 43,
					Funding: $2,115 of $1,800 (,117% funded,),
					Campaign Dates: April 30th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
168,comics|comic books,$,A comic book about a non-powered hero fighting crime in his city.,2500,comics,Operation Eclipse #1,3956,"
					Backers: 168,
					Funding: $3,956 of $2,500 (,158% funded,),
					Campaign Dates: May 12th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
83,fashion|accessories,$,Pride Spirit Dragon Hard Enamel Pins,500,fashion,Pride Spirit Dragons,3017,"
					Backers: 83,
					Funding: $3,017 of $500 (,603% funded,),
					Campaign Dates: May 26th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
1,technology|apps,$,An AI platform that will help anyone get into Fantasy Sports; for free. All using our MLDP (Machine Learning Development Process).,76200,technology,SportAI: A Fantasy Sport Analytics App integrated with AI,1,"
					Backers: 1,
					Funding: $1 of $76,200 (,0% funded,),
					Campaign Dates: April 29th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
93,art|public art,$,"Bring Walls for Women, a mural by a female artist celebrating the 100th anniversary of the 19th Amendment, to the Historic District.",7500,art,"Walls for Women in Nolensville, TN",11466,"
					Backers: 93,
					Funding: $11,466 of $7,500 (,152% funded,),
					Campaign Dates: May 26th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
81,games|tabletop games,,Puppy Care is a 2-4 players card game for family and friends about treating sick PUPPIES!,,games,Puppy Care - A fast-paced Family Card Game,,"
					Backers: 81,
					Funding: HK$20,015 of HK$20,000 (,100% funded,),
					Campaign Dates: May 19th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
10,games|mobile games,$,Are you still waiting for an excellent mobile game? Check this! Talisman Online is back！Enjoy this Chinese Fantasy MMORPG Mobile Game!,13000,games,Talisman Online M,76,"
					Backers: 10,
					Funding: $76 of $13,000 (,0% funded,),
					Campaign Dates: April 19th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
138,comics|comic books,$,"The prologue to the highly successful series based on Merope, a Star Scout, who is being chased by the Aldebaron.",3500,comics,The 7th Sister #0,4135,"
					Backers: 138,
					Funding: $4,135 of $3,500 (,118% funded,),
					Campaign Dates: May 8th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
85,comics|comic books,$,"An action fantasy comic about a wizard, a lantern sprite, and hunting monsters, set against the lush backdrop of the Ottoman Empire.",1000,comics,The Alchemist of Aurillia #1 - Wizards in the Ottoman Empire,2349,"
					Backers: 85,
					Funding: $2,349 of $1,000 (,234% funded,),
					Campaign Dates: May 14th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
97,,$,"six songs about birth, death, love and letting go",5200,music,winterbird | debut ep (final steps!),5567,"
					Backers: 97,
					Funding: $5,567 of $5,200 (,107% funded,),
					Campaign Dates: May 22nd -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
90,comics|comic books,$,Parallels is a collection of TRAVIS GIBB's Anthology writing in two separate volumes. These collect rare and hard to find shorts.,500,comics,Parallels 1& 2 - ANTHOLOGY STORIES WRITTEN BY TRAVIS GIBB,1207,"
					Backers: 90,
					Funding: $1,207 of $500 (,241% funded,),
					Campaign Dates: May 27th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
551,design|product design,$,"#StaySafeStayHome with C-Rest Pillow. It helps improve posture for those with aches, pain, discomfort or anything in between.",5000,design,C-Rest Pillow: Effortless Neck Relief Pillow.,35377,"
					Backers: 551,
					Funding: $35,377 of $5,000 (,707% funded,),
					Campaign Dates: April 28th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Cancelled
242,,$,A beautiful line of rainbow enamel pins based on magical girl transformations.,1000,art,Magical Transformation Enamel Pin Collection,12072,"
					Backers: 242,
					Funding: $12,072 of $1,000 (,1207% funded,),
					Campaign Dates: May 22nd -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Cancelled
472,photography|photobooks,$,A pictorial cosplay publication,1500,photography,Confessions of a Cosplay Diva,43187,"
					Backers: 472,
					Funding: $43,187 of $1,500 (,2879% funded,),
					Campaign Dates: May 18th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Closed
56,games|video games,$,"""Raise"" your own ideal boyfriend in this visual novel-stat raiser. Will you fall in love or will you say goodbye?",5500,games,Signed and Sealed With a Kiss - Romance Visual Novel,1785,"
					Backers: 56,
					Funding: $1,785 of $5,500 (,32% funded,),
					Campaign Dates: May 19th -> June 12th (2020),
					Closed: Friday June 12th, 2020,
				",Cancelled
2,technology|web,€,"After seeing how the various booking portals work, I thought of a new and cheaper way for accommodation facilities to PROCESS NEW guest",25000,technology,WeTo,51,"
					Backers: 2,
					Funding: €51 of €25,000 (,0% funded,),
					Campaign Dates: April 17th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
141,design|product design,,"Ingen plastik og ingen vand, der transporteres i lastbiler på vejene. Bare gode, ærlige og grønne produkter fremstillet tæt på dig.",,design,Bæredygtige rengøringsmidler produceret i Danmark,,"
					Backers: 141,
					Funding: kr52,657 of kr50,000 (,105% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
104,games|toys,€,"Tracht Mans Erzfeind, der Saupreiss als Action Figur! Sei dabei und unterstütze die zweite Action Figur aus der Tracht Man Reihe!",15000,games,Die SAUPREISS Action Figur!,8961,"
					Backers: 104,
					Funding: €8,961 of €15,000 (,59% funded,),
					Campaign Dates: May 9th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
29,,,"Vinyl Pressing of our latest album ""Lost Generation"" with a previously unreleased bonus track!",,music,Who wants Lost Generation on vinyl?,,"
					Backers: 29,
					Funding: kr28,996 of kr25,000 (,115% funded,),
					Campaign Dates: April 29th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
12,,£,"The dating app which gives you exactly what you are looking for. Filter your searches with options such as cup size, sex drive & kinks.",7373,technology,Picky | The No Bullsh*t Approach To Dating,159,"
					Backers: 12,
					Funding: £159 of £7,373 (,2% funded,),
					Campaign Dates: May 19th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
18,film & video|documentary,£,"10 Cities that We Visited on our Epic Voyage down the Queen of Polish Rivers, the River Vistula (Wisła)",119000,film & video,Rowing thru Poland,7476,"
					Backers: 18,
					Funding: £7,476 of £119,000 (,6% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
21,games|puzzles,€,1000-piece and tube jigsaw puzzles from the digital jigsaw game series Dark Fantasy: Jigsaw Puzzle,4000,games,Dark Fantasy Jigsaw Puzzles,1307,"
					Backers: 21,
					Funding: €1,307 of €4,000 (,32% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
174,music|r&b,£,Help me release my debut EP,2000,music,Be My Record Label,5898,"
					Backers: 174,
					Funding: £5,898 of £2,000 (,294% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
22,food|farms,€,Save the bees.Adopt an apiary.We are a team of fans of the world of bees and honey.,30000,food,Save The Bees,944,"
					Backers: 22,
					Funding: €944 of €30,000 (,3% funded,),
					Campaign Dates: April 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
48,art|sculpture,$,Resin figurine art,5000,art,Mamie Dragon,10252,"
					Backers: 48,
					Funding: $10,252 of $5,000 (,205% funded,),
					Campaign Dates: May 16th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
2,publishing|nonfiction,$,Short. Appealing. Organized. Designed to inspire youth.,2000,publishing,Career Path of the Most Inspiring Leaders Booklet,31,"
					Backers: 2,
					Funding: $31 of $2,000 (,1% funded,),
					Campaign Dates: April 15th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
84,,€,"By wearing an AVANI bracelet, you become ambassadors of our values and our commitment to saving the oceans. 
So thank you.",3000,crafts,AVANI is not just a unique jewellery concept.,3633,"
					Backers: 84,
					Funding: €3,633 of €3,000 (,121% funded,),
					Campaign Dates: May 4th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
21,,$,Join Ziac & his crew of renegades in the year 2028 on the floating city of New Phili.,500,comics,The Degenerate Ziac & His Unruly Adventures #1,846,"
					Backers: 21,
					Funding: $846 of $500 (,169% funded,),
					Campaign Dates: April 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
46,games|playing cards,$,A card game for the business world.,10000,games,Climb The Ladder,3200,"
					Backers: 46,
					Funding: $3,200 of $10,000 (,32% funded,),
					Campaign Dates: April 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
14,,$,"Pet data station that captures food preferences and behaviors, then selects your pets' favorite foods and ships them to your home.",2000,technology,ChompHub uses AI to improve pet health and happiness,1377,"
					Backers: 14,
					Funding: $1,377 of $2,000 (,68% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
